period,respondent,respondent-name,type,type-name,value,value-units
2024-11-17T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50957,megawatthours
2024-11-17T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52125,megawatthours
2024-11-17T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51807,megawatthours
2024-11-17T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50812,megawatthours
2024-11-17T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49305,megawatthours
2024-11-17T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47767,megawatthours
2024-11-17T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45726,megawatthours
2024-11-17T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43524,megawatthours
2024-11-17T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41474,megawatthours
2024-11-17T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40859,megawatthours
2024-11-17T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40228,megawatthours
2024-11-17T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39920,megawatthours
2024-11-17T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39697,megawatthours
2024-11-17T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40035,megawatthours
2024-11-17T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40853,megawatthours
2024-11-17T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41936,megawatthours
2024-11-17T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43416,megawatthours
2024-11-17T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45346,megawatthours
2024-11-17T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46748,megawatthours
2024-11-17T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47809,megawatthours
2024-11-17T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48729,megawatthours
2024-11-17T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49691,megawatthours
2024-11-17T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49525,megawatthours
2024-11-16T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49414,megawatthours
2024-11-16T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49243,megawatthours
2024-11-16T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48539,megawatthours
2024-11-16T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47666,megawatthours
2024-11-16T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46888,megawatthours
2024-11-16T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46046,megawatthours
2024-11-16T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45104,megawatthours
2024-11-16T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44004,megawatthours
2024-11-16T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42758,megawatthours
2024-11-16T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41389,megawatthours
2024-11-16T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40338,megawatthours
2024-11-16T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39316,megawatthours
2024-11-16T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,38799,megawatthours
2024-11-16T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,38599,megawatthours
2024-11-16T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,38849,megawatthours
2024-11-16T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39487,megawatthours
2024-11-16T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40771,megawatthours
2024-11-16T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41899,megawatthours
2024-11-16T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43553,megawatthours
2024-11-16T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45215,megawatthours
2024-11-16T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46431,megawatthours
2024-11-16T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47445,megawatthours
2024-11-16T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48637,megawatthours
2024-11-16T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48755,megawatthours
2024-11-15T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48789,megawatthours
2024-11-15T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48405,megawatthours
2024-11-15T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47799,megawatthours
2024-11-15T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46984,megawatthours
2024-11-15T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46115,megawatthours
2024-11-15T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45669,megawatthours
2024-11-15T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45372,megawatthours
2024-11-15T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45279,megawatthours
2024-11-15T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45127,megawatthours
2024-11-15T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45124,megawatthours
2024-11-15T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44134,megawatthours
2024-11-15T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41169,megawatthours
2024-11-15T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39264,megawatthours
2024-11-15T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,38503,megawatthours
2024-11-15T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,38492,megawatthours
2024-11-15T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39064,megawatthours
2024-11-15T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40009,megawatthours
2024-11-15T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41503,megawatthours
2024-11-15T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43594,megawatthours
2024-11-15T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45620,megawatthours
2024-11-15T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46967,megawatthours
2024-11-15T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47971,megawatthours
2024-11-15T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49074,megawatthours
2024-11-15T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49226,megawatthours
2024-11-14T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49553,megawatthours
2024-11-14T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49388,megawatthours
2024-11-14T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48596,megawatthours
2024-11-14T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47621,megawatthours
2024-11-14T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46502,megawatthours
2024-11-14T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45694,megawatthours
2024-11-14T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45316,megawatthours
2024-11-14T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45000,megawatthours
2024-11-14T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44613,megawatthours
2024-11-14T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44672,megawatthours
2024-11-14T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43836,megawatthours
2024-11-14T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40920,megawatthours
2024-11-14T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39337,megawatthours
2024-11-14T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,38956,megawatthours
2024-11-14T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39282,megawatthours
2024-11-14T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39971,megawatthours
2024-11-14T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41337,megawatthours
2024-11-14T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43366,megawatthours
2024-11-14T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46046,megawatthours
2024-11-14T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48777,megawatthours
2024-11-14T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50707,megawatthours
2024-11-14T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52074,megawatthours
2024-11-14T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53430,megawatthours
2024-11-14T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53864,megawatthours
2024-11-13T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55032,megawatthours
2024-11-13T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,55277,megawatthours
2024-11-13T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54878,megawatthours
2024-11-13T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53780,megawatthours
2024-11-13T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52172,megawatthours
2024-11-13T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50575,megawatthours
2024-11-13T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48864,megawatthours
2024-11-13T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47273,megawatthours
2024-11-13T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45952,megawatthours
2024-11-13T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45018,megawatthours
2024-11-13T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44010,megawatthours
2024-11-13T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41231,megawatthours
2024-11-13T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39533,megawatthours
2024-11-13T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39201,megawatthours
2024-11-13T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39365,megawatthours
2024-11-13T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40462,megawatthours
2024-11-13T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41821,megawatthours
2024-11-13T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43570,megawatthours
2024-11-13T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46402,megawatthours
2024-11-13T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49210,megawatthours
2024-11-13T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51041,megawatthours
2024-11-13T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52483,megawatthours
2024-11-13T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53734,megawatthours
2024-11-13T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53779,megawatthours
2024-11-12T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54952,megawatthours
2024-11-12T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54528,megawatthours
2024-11-12T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53760,megawatthours
2024-11-12T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52628,megawatthours
2024-11-12T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50909,megawatthours
2024-11-12T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49229,megawatthours
2024-11-12T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47685,megawatthours
2024-11-12T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46317,megawatthours
2024-11-12T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45297,megawatthours
2024-11-12T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44690,megawatthours
2024-11-12T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43845,megawatthours
2024-11-12T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41059,megawatthours
2024-11-12T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39366,megawatthours
2024-11-12T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,38850,megawatthours
2024-11-12T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39208,megawatthours
2024-11-12T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40050,megawatthours
2024-11-12T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41363,megawatthours
2024-11-12T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43376,megawatthours
2024-11-12T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46169,megawatthours
2024-11-12T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48984,megawatthours
2024-11-12T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51166,megawatthours
2024-11-12T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52952,megawatthours
2024-11-12T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53749,megawatthours
2024-11-12T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53675,megawatthours
2024-11-11T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,56342,megawatthours
2024-11-11T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,56998,megawatthours
2024-11-11T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,56439,megawatthours
2024-11-11T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54997,megawatthours
2024-11-11T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53056,megawatthours
2024-11-11T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51246,megawatthours
2024-11-11T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49422,megawatthours
2024-11-11T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47764,megawatthours
2024-11-11T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46530,megawatthours
2024-11-11T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44728,megawatthours
2024-11-11T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43187,megawatthours
2024-11-11T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41105,megawatthours
2024-11-11T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39756,megawatthours
2024-11-11T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39306,megawatthours
2024-11-11T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39650,megawatthours
2024-11-11T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40489,megawatthours
2024-11-11T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41840,megawatthours
2024-11-11T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43816,megawatthours
2024-11-11T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45873,megawatthours
2024-11-11T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47248,megawatthours
2024-11-11T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48463,megawatthours
2024-11-11T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49631,megawatthours
2024-11-11T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51466,megawatthours
2024-11-11T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,52311,megawatthours
2024-11-10T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54787,megawatthours
2024-11-10T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,54656,megawatthours
2024-11-10T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,53368,megawatthours
2024-11-10T20,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51750,megawatthours
2024-11-10T19,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49667,megawatthours
2024-11-10T18,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,47613,megawatthours
2024-11-10T17,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45850,megawatthours
2024-11-10T16,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,44309,megawatthours
2024-11-10T15,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,42634,megawatthours
2024-11-10T14,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41029,megawatthours
2024-11-10T13,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40259,megawatthours
2024-11-10T12,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39534,megawatthours
2024-11-10T11,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39240,megawatthours
2024-11-10T10,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39332,megawatthours
2024-11-10T09,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,39800,megawatthours
2024-11-10T08,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,40676,megawatthours
2024-11-10T07,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,41929,megawatthours
2024-11-10T06,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,43427,megawatthours
2024-11-10T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45171,megawatthours
2024-11-10T04,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,46779,megawatthours
2024-11-10T03,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,48112,megawatthours
2024-11-10T02,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,49308,megawatthours
2024-11-10T01,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50357,megawatthours
2024-11-10T00,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50443,megawatthours
2024-11-09T23,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51739,megawatthours
2024-11-09T22,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,51798,megawatthours
2024-11-09T21,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,50856,megawatthours
